rect	18	25	180	184	
1515835355.01	145	184	0
1515835355.05	120	178	0
1515835355.1	134	173	0
1515835355.14	127	169	0
1515835355.18	135	167	0
1515835355.23	133	167	0
1515835355.27	130	168	0
1515835355.32	108	162	0
1515835355.37	107	150	0
1515835355.42	93	133	0
1515835355.47	91	125	0
1515835355.53	88	112	0
1515835355.58	116	170	0
1515835355.64	109	167	0
1515835355.69	100	25	0
1515835355.75	101	164	0
1515835355.8	103	168	0
1515835355.86	84	109	0
1515835355.9	117	127	0
1515835355.95	71	82	0
1515835355.99	72	81	0
1515835356.03	73	81	0
1515835356.07	73	81	0
1515835356.11	73	81	0
1515835356.15	73	83	0
1515835356.19	74	87	0
1515835356.23	75	88	0
1515835356.27	76	89	0
1515835356.31	76	88	0
1515835356.36	76	88	0
1515835356.4	77	86	0
1515835356.44	78	82	0
1515835356.48	79	82	0
1515835356.52	78	82	0
1515835356.57	79	81	0
1515835356.61	79	80	0
1515835356.65	80	79	0
1515835356.7	80	77	0
1515835356.74	81	77	0
1515835356.78	81	78	0
1515835356.83	81	79	0
1515835356.87	81	80	0
1515835356.94	82	78	0
1515835357.0	82	79	0
1515835357.04	82	78	0
1515835357.08	83	76	0
1515835357.12	83	76	0
1515835357.17	84	75	0
1515835357.21	87	72	0
1515835357.25	89	67	0
1515835357.29	91	62	0
1515835357.33	91	61	0
1515835357.37	90	59	0
1515835357.41	91	59	0
1515835357.45	91	58	0
1515835357.5	91	59	0
1515835357.54	95	58	0
1515835357.58	97	59	0
1515835357.62	98	60	0
1515835357.66	99	62	0
1515835357.7	101	61	0
1515835357.74	101	61	0
1515835357.78	103	60	0
1515835357.83	105	60	0
1515835357.87	104	61	0
1515835357.91	103	65	0
1515835357.95	103	67	0
1515835357.99	102	64	0
1515835358.03	104	64	0
1515835358.07	108	64	0
1515835358.11	111	61	0
1515835358.16	115	59	0
1515835358.2	118	58	0
1515835358.24	139	55	0
1515835358.28	141	55	0
1515835358.33	144	53	0
1515835358.37	146	50	0
1515835358.41	146	50	0
1515835358.45	147	50	0
1515835358.49	148	51	0
1515835358.53	150	51	0
1515835358.58	149	52	0
1515835358.62	149	52	0
1515835358.66	149	50	0
1515835358.7	149	50	0
1515835358.74	149	49	0
1515835358.79	149	49	0
1515835358.83	150	49	0
1515835358.87	151	48	0
1515835358.91	151	48	0
1515835358.95	152	48	0
1515835359.0	153	48	0
1515835359.04	155	47	0
1515835359.08	156	47	0
1515835359.12	157	46	0
1515835359.16	158	45	0
1515835359.2	159	44	0
