rect	20	25	182	184	
1516090355.5	28	184	0
1516090355.58	134	184	0
1516090355.62	116	168	0
1516090355.67	123	165	0
1516090355.71	129	166	0
1516090355.76	134	160	0
1516090355.81	130	156	0
1516090355.86	95	148	0
1516090355.91	91	144	0
1516090355.96	88	129	0
1516090356.02	92	121	0
1516090356.07	110	173	0
1516090356.12	107	170	0
1516090356.18	97	25	0
1516090356.23	92	25	0
1516090356.28	95	128	0
1516090356.32	51	144	0
1516090356.36	53	129	0
1516090356.41	53	129	0
1516090356.45	50	131	0
1516090356.49	50	131	0
1516090356.53	50	132	0
1516090356.58	50	132	0
1516090356.62	51	132	0
1516090356.66	51	133	0
1516090356.71	50	133	0
1516090356.75	50	133	0
1516090356.79	50	133	0
1516090356.83	51	142	0
1516090356.88	51	143	0
1516090356.92	52	144	0
1516090356.96	51	144	0
1516090357.0	52	143	0
1516090357.05	52	144	0
1516090357.09	52	144	0
1516090357.13	52	145	0
1516090357.17	52	144	0
1516090357.22	51	135	0
1516090357.26	52	134	0
1516090357.3	52	135	0
1516090357.35	54	143	0
1516090357.39	52	135	0
1516090357.43	53	143	0
1516090357.48	53	144	0
1516090357.52	53	144	0
1516090357.59	55	146	right
1516090357.63	58	148	right
1516090357.67	59	149	right
1516090357.72	59	141	right
1516090357.76	64	154	right
1516090357.81	65	156	right
1516090357.85	67	159	right
1516090357.9	68	160	right
1516090357.94	70	160	right
1516090357.99	73	159	right
1516090358.03	87	141	right
1516090358.08	86	140	right
1516090358.12	86	141	right
1516090358.17	86	141	right
1516090358.22	71	160	right
1516090358.26	90	159	right
1516090358.31	91	160	right
1516090358.35	92	161	right
1516090358.4	94	160	right
1516090358.44	94	160	right
1516090358.49	97	161	right
1516090358.53	100	162	right
1516090358.58	106	165	right
1516090358.63	126	167	right
1516090358.67	129	168	right
1516090358.72	133	168	right
1516090358.76	141	167	right
1516090358.81	143	167	right
1516090358.85	145	167	right
1516090358.89	149	168	right
1516090358.94	149	168	right
1516090358.98	151	167	right
1516090359.03	152	166	right
1516090359.07	152	166	right
1516090359.11	152	167	right
1516090359.16	153	167	right
1516090359.2	152	168	right
1516090359.25	152	168	right
1516090359.29	153	168	right
1516090359.33	154	169	right
1516090359.38	154	169	right
1516090359.42	156	168	right
1516090359.46	155	167	right
1516090359.51	155	167	right
1516090359.55	154	168	right
1516090359.59	154	168	right
1516090359.64	154	168	right
1516090359.68	154	169	right
1516090359.72	154	169	right
1516090359.77	154	169	right
1516090359.81	154	169	right
1516090359.86	155	168	right
1516090359.9	157	168	right
1516090359.94	160	166	right
1516090359.99	161	164	right
1516090360.03	161	162	right
1516090360.07	163	160	right
1516090360.12	165	154	right
1516090360.16	166	151	right
1516090360.21	166	148	right
1516090360.25	167	144	right
1516090360.29	171	118	right
1516090360.34	172	112	right
1516090360.38	172	105	right
1516090360.42	172	104	right
1516090360.47	172	104	right
1516090360.51	172	105	right
1516090360.55	172	107	right
1516090360.59	172	107	right
1516090360.64	172	106	right
1516090360.68	172	106	right
1516090360.72	172	105	right
1516090360.77	172	104	right
1516090360.81	172	103	right
1516090360.85	172	101	right
1516090360.89	172	100	right
1516090360.94	172	99	right
1516090360.98	172	98	right
1516090361.02	172	100	right
1516090361.07	172	100	right
1516090361.11	173	102	right
1516090361.15	173	102	right
1516090361.2	173	102	right
1516090361.24	173	101	right
1516090361.28	173	100	right
1516090361.32	173	98	right
1516090361.37	172	98	right
1516090361.41	173	97	right
1516090361.45	173	97	right
1516090361.49	173	97	right
1516090361.54	173	97	right
1516090361.58	173	97	right
1516090361.62	172	98	right
1516090361.66	173	98	right
1516090361.71	172	98	right
1516090361.75	172	97	right
1516090361.79	173	95	right
1516090361.84	172	93	right
1516090361.88	172	82	right
1516090361.93	172	78	right
1516090361.97	171	74	right
1516090362.01	169	69	right
1516090362.06	169	68	right
1516090362.1	169	67	right
1516090362.14	169	65	right
1516090362.19	170	63	right
1516090362.23	170	63	right
1516090362.27	169	62	right
1516090362.32	169	63	right
1516090362.36	169	63	right
1516090362.4	170	63	right
1516090362.45	170	63	right
1516090362.49	170	63	right
1516090362.53	170	63	right
1516090362.57	170	63	right
1516090362.62	171	62	right
1516090362.66	171	62	right
1516090362.7	171	63	right
1516090362.75	171	63	right
1516090362.79	171	63	right
1516090362.83	171	63	right
1516090362.87	171	63	right
1516090362.92	171	63	right
1516090362.96	171	62	0
