rect	20	28	182	187	
1516438338.04	30	171	0
1516438338.08	25	187	0
1516438338.12	53	187	0
1516438338.16	80	179	0
1516438338.21	107	172	0
1516438338.25	114	167	0
1516438338.3	127	164	0
1516438338.34	132	160	0
1516438338.39	135	156	0
1516438338.44	113	149	0
1516438338.48	136	140	0
1516438338.53	104	138	0
1516438338.58	95	133	0
1516438338.64	97	126	0
1516438338.69	93	132	0
1516438338.74	93	131	0
1516438338.79	93	131	0
1516438338.84	91	133	0
1516438338.89	88	135	0
1516438338.94	96	134	0
1516438338.98	99	139	0
1516438339.03	138	146	0
1516438339.07	98	131	0
1516438339.11	98	132	0
1516438339.15	98	132	0
1516438339.2	98	132	0
1516438339.24	99	133	0
1516438339.28	99	134	0
1516438339.33	100	135	0
1516438339.37	101	136	0
1516438339.49	102	152	right
1516438339.53	102	152	right
1516438339.58	101	153	right
1516438339.62	101	153	right
1516438339.67	102	153	right
1516438339.72	102	154	right
1516438339.76	103	155	right
1516438339.81	103	155	right
1516438339.85	104	155	right
1516438339.9	105	157	right
1516438339.94	105	157	right
1516438339.99	107	157	right
1516438340.03	108	159	right
1516438340.07	107	160	right
1516438340.12	106	161	right
1516438340.16	106	161	right
1516438340.2	106	161	right
1516438340.25	106	161	right
1516438340.29	107	160	right
1516438340.33	108	161	right
1516438340.38	111	162	right
1516438340.42	113	163	right
1516438340.46	130	166	right
1516438340.51	136	168	right
1516438340.55	139	169	right
1516438340.59	140	170	right
1516438340.64	141	171	right
1516438340.68	144	172	right
1516438340.72	146	171	right
1516438340.77	147	171	right
1516438340.81	148	171	right
1516438340.85	148	170	right
1516438340.89	150	170	right
1516438340.94	151	169	right
1516438340.98	151	169	right
1516438341.02	152	169	right
1516438341.07	152	168	right
1516438341.11	152	165	right
1516438341.15	152	165	right
1516438341.2	152	167	right
1516438341.24	152	168	right
1516438341.28	152	168	right
1516438341.33	152	168	right
1516438341.37	153	166	right
1516438341.41	153	166	right
1516438341.45	153	165	right
1516438341.5	154	165	right
1516438341.54	154	164	right
1516438341.58	155	163	right
1516438341.63	155	164	right
1516438341.67	154	166	right
1516438341.71	154	167	right
1516438341.76	154	167	right
1516438341.8	154	166	right
1516438341.84	154	165	right
1516438341.89	155	164	right
1516438341.93	155	163	right
1516438341.97	156	161	right
1516438342.02	156	161	right
1516438342.06	156	159	right
1516438342.1	157	158	right
1516438342.15	159	156	right
1516438342.19	160	154	right
1516438342.24	163	151	right
1516438342.28	164	150	right
1516438342.32	164	148	right
1516438342.37	164	147	right
1516438342.41	165	140	right
1516438342.45	165	139	right
1516438342.5	165	136	right
1516438342.54	165	129	right
1516438342.58	167	119	right
1516438342.63	167	116	right
1516438342.67	169	109	right
1516438342.71	169	107	right
1516438342.76	170	106	right
1516438342.8	171	105	right
1516438342.84	171	102	right
1516438342.88	171	101	right
1516438342.93	171	100	right
1516438342.97	171	97	right
1516438343.01	170	93	right
1516438343.05	170	90	right
1516438343.09	169	86	right
1516438343.14	169	82	right
1516438343.18	168	81	right
1516438343.22	168	80	right
1516438343.27	168	77	right
1516438343.31	168	76	right
1516438343.35	168	75	right
1516438343.4	168	74	right
1516438343.44	168	72	right
1516438343.48	168	72	right
1516438343.53	169	72	right
1516438343.57	169	73	0
1516438343.61	168	71	0
1516438343.66	167	69	0
1516438343.7	165	68	0
1516438343.74	164	67	0
1516438343.78	163	67	0
1516438343.83	162	67	0
1516438343.87	160	66	0
1516438343.91	160	66	0
1516438343.95	159	65	0
1516438344.0	159	66	0
1516438344.04	158	66	0
1516438344.08	158	65	0
1516438344.13	157	65	0
1516438344.17	158	65	0
1516438344.22	158	65	0
1516438344.26	158	65	0
1516438344.3	159	65	0
1516438344.34	158	65	0
1516438344.39	158	65	0
1516438344.43	158	65	0
1516438344.47	158	65	0
1516438344.51	158	65	0
1516438344.56	158	65	0
1516438344.6	158	65	0
1516438344.64	158	65	0
1516438344.69	159	65	0
1516438344.73	161	67	0
1516438344.77	161	67	0
1516438344.81	160	68	0
1516438344.86	160	67	0
1516438344.9	159	68	0
1516438344.94	159	68	0
