rect	20	28	182	187	
1516437297.81	72	187	0
1516437297.85	75	187	0
1516437297.89	79	181	0
1516437297.93	82	174	0
1516437297.98	84	168	0
1516437298.02	101	164	0
1516437298.07	112	165	0
1516437298.11	121	167	0
1516437298.16	124	167	0
1516437298.2	109	167	0
1516437298.25	139	162	0
1516437298.29	102	164	0
1516437298.34	104	161	0
1516437298.39	105	159	0
1516437298.44	105	151	0
1516437298.48	98	148	0
1516437298.53	94	145	0
1516437298.58	93	144	0
1516437298.63	90	146	0
1516437298.68	90	150	0
1516437298.72	56	131	0
1516437298.76	57	120	0
1516437298.81	55	115	0
1516437298.85	53	112	0
1516437298.89	51	110	0
1516437298.93	49	107	0
1516437298.97	49	106	0
1516437299.01	46	103	0
1516437299.05	45	102	0
1516437299.09	44	100	0
1516437299.14	43	99	0
1516437299.18	42	97	0
1516437299.22	42	97	0
1516437299.26	44	96	0
1516437299.3	44	97	0
1516437299.34	41	97	0
1516437299.38	44	102	0
1516437299.42	44	103	0
1516437299.46	44	105	0
1516437299.5	45	106	0
1516437299.54	45	106	0
1516437299.58	46	107	0
1516437299.62	45	110	0
1516437299.66	45	112	0
1516437299.7	46	114	0
1516437299.74	45	117	0
1516437299.78	44	118	0
1516437299.83	44	119	0
1516437299.87	43	120	0
1516437299.91	43	121	0
1516437299.95	41	125	0
1516437299.99	39	133	0
1516437300.03	39	141	0
1516437300.07	38	140	0
1516437300.11	38	146	0
1516437300.16	38	147	0
1516437300.2	38	148	0
1516437300.24	38	150	0
1516437300.28	39	149	0
1516437300.32	39	151	0
1516437300.36	39	152	0
1516437300.41	40	153	0
1516437300.45	40	154	0
1516437300.49	40	154	0
1516437300.53	40	155	0
1516437300.57	40	155	0
1516437300.62	41	156	0
1516437300.66	41	157	0
1516437300.72	42	159	right
1516437300.77	42	160	right
1516437300.81	41	161	right
1516437300.85	41	163	right
1516437300.89	41	163	right
1516437300.93	42	164	right
1516437300.98	43	164	right
1516437301.02	42	165	right
1516437301.06	42	165	right
1516437301.1	42	166	right
1516437301.15	42	166	right
1516437301.19	41	168	right
1516437301.23	41	169	right
1516437301.27	41	169	right
1516437301.31	40	170	right
1516437301.36	40	170	right
1516437301.4	40	170	right
1516437301.44	40	170	right
1516437301.48	40	170	right
1516437301.52	41	168	right
1516437301.56	41	166	right
1516437301.61	41	164	right
1516437301.65	41	162	right
1516437301.69	42	161	right
1516437301.73	43	161	right
1516437301.77	44	162	right
1516437301.82	48	163	right
1516437301.86	50	164	right
1516437301.9	52	164	right
1516437301.95	55	165	right
1516437301.99	58	167	right
1516437302.03	60	168	right
1516437302.08	69	171	right
1516437302.12	80	171	right
1516437302.16	96	171	right
1516437302.21	105	171	right
1516437302.25	132	171	right
1516437302.29	137	171	right
1516437302.33	143	171	right
1516437302.38	145	171	right
1516437302.42	147	172	right
1516437302.46	146	173	right
1516437302.51	146	173	right
1516437302.55	148	173	right
1516437302.59	148	173	right
1516437302.63	147	173	right
1516437302.68	147	173	right
1516437302.72	150	172	right
1516437302.76	151	172	right
1516437302.81	153	172	right
1516437302.85	153	171	right
1516437302.89	156	169	right
1516437302.93	157	170	right
1516437302.98	157	171	right
1516437303.02	157	172	right
1516437303.06	157	172	right
1516437303.1	158	172	right
1516437303.15	158	173	right
1516437303.19	159	172	right
1516437303.23	158	172	right
1516437303.27	158	172	right
1516437303.32	159	172	right
1516437303.36	159	172	right
1516437303.4	159	172	right
1516437303.44	153	172	right
1516437303.48	154	168	right
1516437303.53	156	164	right
1516437303.57	161	159	right
1516437303.61	162	156	right
1516437303.66	165	149	right
1516437303.7	165	148	right
1516437303.74	166	147	right
1516437303.79	167	147	right
